,result,table,_start,_stop,_time,_value,_field,_measurement,eth_block,host,pol_block
,,2177,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T16:50:00Z,7954,delta,delta_block_time,14462968,xmev-capture,14462967
,,2178,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T12:10:00Z,3,delta,delta_block_time,14461710,xmev-capture,14461710
,,2179,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T12:10:00Z,40012,delta,delta_block_time,14461716,xmev-capture,14461714
,,2180,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T16:40:00Z,2,delta,delta_block_time,14462950,xmev-capture,14462950
,,2181,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T13:00:00Z,2,delta,delta_block_time,14461919,xmev-capture,14461919
,,2182,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T16:20:00Z,1,delta,delta_block_time,14462837,xmev-capture,14462838
,,2183,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T16:30:00Z,20008,delta,delta_block_time,14462883,xmev-capture,14462882
,,2184,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T13:50:00Z,8014,delta,delta_block_time,14462172,xmev-capture,14462171
,,2185,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T10:50:00Z,27,delta,delta_block_time,14461392,xmev-capture,14461392
,,2186,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T15:20:00Z,8012,delta,delta_block_time,14462562,xmev-capture,14462561
,,2187,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T08:00:00Z,28023,delta,delta_block_time,14460610,xmev-capture,14460609
,,2188,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T11:10:00Z,20024,delta,delta_block_time,14461455,xmev-capture,14461454
,,2189,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T16:50:00Z,7980,delta,delta_block_time,14462967,xmev-capture,14462966
,,2190,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T08:20:00Z,8019,delta,delta_block_time,14460707,xmev-capture,14460706
,,2191,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T08:40:00Z,16016,delta,delta_block_time,14460794,xmev-capture,14460792
,,2192,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T13:20:00Z,7973,delta,delta_block_time,14462012,xmev-capture,14462011
,,2193,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T14:40:00Z,8007,delta,delta_block_time,14462376,xmev-capture,14462375
,,2194,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T14:30:00Z,12036,delta,delta_block_time,14462324,xmev-capture,14462323
,,2195,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T15:40:00Z,8006,delta,delta_block_time,14462673,xmev-capture,14462672
,,2196,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T12:20:00Z,7976,delta,delta_block_time,14461784,xmev-capture,14461783
,,2197,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T10:20:00Z,3988,delta,delta_block_time,14461258,xmev-capture,14461257
,,2198,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T16:10:00Z,35976,delta,delta_block_time,14462802,xmev-capture,14462801
,,2199,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T15:50:00Z,2,delta,delta_block_time,14462718,xmev-capture,14462718
,,2200,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T15:30:00Z,2,delta,delta_block_time,14462606,xmev-capture,14462606
,,2201,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T15:40:00Z,7997,delta,delta_block_time,14462683,xmev-capture,14462682
,,2202,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T12:10:00Z,8009,delta,delta_block_time,14461727,xmev-capture,14461726
,,2203,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T08:00:00Z,3946,delta,delta_block_time,14460623,xmev-capture,14460622
,,2204,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T09:10:00Z,40036,delta,delta_block_time,14460933,xmev-capture,14460932
,,2205,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T14:50:00Z,20007,delta,delta_block_time,14462458,xmev-capture,14462457
,,2206,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T07:50:00Z,12029,delta,delta_block_time,14460579,xmev-capture,14460578
,,2207,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T16:30:00Z,14,delta,delta_block_time,14462892,xmev-capture,14462892
,,2208,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T15:40:00Z,1,delta,delta_block_time,14462676,xmev-capture,14462676
,,2209,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T13:00:00Z,28016,delta,delta_block_time,14461930,xmev-capture,14461929
,,2210,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T15:00:00Z,4,delta,delta_block_time,14462491,xmev-capture,14462491
,,2211,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T09:50:00Z,11976,delta,delta_block_time,14461111,xmev-capture,14461110
,,2212,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T09:10:00Z,24040,delta,delta_block_time,14460948,xmev-capture,14460947
,,2213,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T15:10:00Z,7996,delta,delta_block_time,14462520,xmev-capture,14462519
,,2214,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T11:00:00Z,2,delta,delta_block_time,14461434,xmev-capture,14461434
,,2215,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T12:30:00Z,7998,delta,delta_block_time,14461820,xmev-capture,14461819
,,2216,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T14:50:00Z,13,delta,delta_block_time,14462416,xmev-capture,14462416
,,2217,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T13:30:00Z,16018,delta,delta_block_time,14462093,xmev-capture,14462092
,,2218,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T12:10:00Z,32027,delta,delta_block_time,14461743,xmev-capture,14461742
,,2219,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T14:10:00Z,3964,delta,delta_block_time,14462237,xmev-capture,14462236
,,2220,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T15:40:00Z,3991,delta,delta_block_time,14462650,xmev-capture,14462649
,,2221,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T13:40:00Z,3,delta,delta_block_time,14462137,xmev-capture,14462137
,,2222,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T13:00:00Z,8000,delta,delta_block_time,14461927,xmev-capture,14461926
,,2223,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T14:50:00Z,1,delta,delta_block_time,14462433,xmev-capture,14462433
,,2224,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T07:40:00Z,2,delta,delta_block_time,14460567,xmev-capture,14460567
,,2225,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T12:50:00Z,16059,delta,delta_block_time,14461888,xmev-capture,14461887
,,2226,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T12:20:00Z,15986,delta,delta_block_time,14461767,xmev-capture,14461766
,,2227,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T14:30:00Z,20023,delta,delta_block_time,14462362,xmev-capture,14462361
,,2228,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T16:00:00Z,23941,delta,delta_block_time,14462754,xmev-capture,14462753
,,2229,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T16:40:00Z,15999,delta,delta_block_time,14462922,xmev-capture,14462921
,,2230,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T13:00:00Z,8005,delta,delta_block_time,14461929,xmev-capture,14461928
,,2231,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T08:50:00Z,7980,delta,delta_block_time,14460838,xmev-capture,14460836
,,2232,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T15:20:00Z,36004,delta,delta_block_time,14462586,xmev-capture,14462585
,,2233,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T15:00:00Z,12014,delta,delta_block_time,14462486,xmev-capture,14462485
,,2234,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T09:20:00Z,24016,delta,delta_block_time,14460961,xmev-capture,14460960
,,2235,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T08:50:00Z,36016,delta,delta_block_time,14460845,xmev-capture,14460844
,,2236,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T14:50:00Z,0,delta,delta_block_time,14462451,xmev-capture,14462452
,,2237,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T15:10:00Z,11993,delta,delta_block_time,14462548,xmev-capture,14462547
,,2238,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T15:10:00Z,3991,delta,delta_block_time,14462519,xmev-capture,14462518
,,2239,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T14:40:00Z,1,delta,delta_block_time,14462410,xmev-capture,14462410
,,2240,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T13:00:00Z,8000,delta,delta_block_time,14461915,xmev-capture,14461914
,,2241,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T15:40:00Z,28000,delta,delta_block_time,14462682,xmev-capture,14462681
,,2242,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T12:00:00Z,2,delta,delta_block_time,14461694,xmev-capture,14461694
,,2243,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T16:40:00Z,7974,delta,delta_block_time,14462932,xmev-capture,14462931
,,2244,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T15:40:00Z,3,delta,delta_block_time,14462647,xmev-capture,14462647
,,2245,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T09:50:00Z,44034,delta,delta_block_time,14461113,xmev-capture,14461112
,,2246,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T12:40:00Z,11997,delta,delta_block_time,14461849,xmev-capture,14461848
,,2247,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T10:40:00Z,1,delta,delta_block_time,14461317,xmev-capture,14461318
,,2248,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T08:00:00Z,24047,delta,delta_block_time,14460629,xmev-capture,14460628
,,2249,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T15:10:00Z,52060,delta,delta_block_time,14462536,xmev-capture,14462535
,,2250,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T16:00:00Z,16008,delta,delta_block_time,14462771,xmev-capture,14462770
,,2251,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T15:00:00Z,16005,delta,delta_block_time,14462495,xmev-capture,14462494
,,2252,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T12:20:00Z,3981,delta,delta_block_time,14461762,xmev-capture,14461761
,,2253,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T11:40:00Z,1,delta,delta_block_time,14461579,xmev-capture,14461579
,,2254,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T15:00:00Z,32045,delta,delta_block_time,14462496,xmev-capture,14462495
,,2255,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T15:20:00Z,3996,delta,delta_block_time,14462593,xmev-capture,14462592
,,2256,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T14:20:00Z,24013,delta,delta_block_time,14462277,xmev-capture,14462276
,,2257,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T16:20:00Z,3985,delta,delta_block_time,14462850,xmev-capture,14462849
,,2258,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T11:40:00Z,4,delta,delta_block_time,14461582,xmev-capture,14461582
,,2259,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T13:30:00Z,20014,delta,delta_block_time,14462074,xmev-capture,14462073
,,2260,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T14:50:00Z,20022,delta,delta_block_time,14462455,xmev-capture,14462454
,,2261,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T15:30:00Z,3984,delta,delta_block_time,14462620,xmev-capture,14462619
,,2262,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T14:40:00Z,1,delta,delta_block_time,14462392,xmev-capture,14462392
,,2263,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T12:50:00Z,3994,delta,delta_block_time,14461897,xmev-capture,14461896
,,2264,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T12:10:00Z,3974,delta,delta_block_time,14461747,xmev-capture,14461746
,,2265,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T16:00:00Z,7973,delta,delta_block_time,14462736,xmev-capture,14462734
,,2266,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T13:50:00Z,3,delta,delta_block_time,14462147,xmev-capture,14462147
,,2267,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T10:30:00Z,3,delta,delta_block_time,14461275,xmev-capture,14461276
,,2268,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T14:00:00Z,28038,delta,delta_block_time,14462205,xmev-capture,14462204
,,2269,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T13:00:00Z,11966,delta,delta_block_time,14461960,xmev-capture,14461959
,,2270,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T14:50:00Z,3933,delta,delta_block_time,14462418,xmev-capture,14462417
,,2271,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T15:40:00Z,11998,delta,delta_block_time,14462685,xmev-capture,14462684
,,2272,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T09:30:00Z,11987,delta,delta_block_time,14460996,xmev-capture,14460995
,,2273,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T16:00:00Z,4002,delta,delta_block_time,14462738,xmev-capture,14462737
,,2274,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T13:40:00Z,8004,delta,delta_block_time,14462121,xmev-capture,14462120
,,2275,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T14:20:00Z,7991,delta,delta_block_time,14462312,xmev-capture,14462311
,,2276,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T09:20:00Z,8,delta,delta_block_time,14460980,xmev-capture,14460980
,,2277,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T09:50:00Z,24026,delta,delta_block_time,14461103,xmev-capture,14461102
,,2278,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T15:00:00Z,1,delta,delta_block_time,14462490,xmev-capture,14462490
,,2279,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T15:20:00Z,3979,delta,delta_block_time,14462578,xmev-capture,14462577
,,2280,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T15:00:00Z,3986,delta,delta_block_time,14462475,xmev-capture,14462473
,,2281,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T16:00:00Z,13,delta,delta_block_time,14462750,xmev-capture,14462751
,,2282,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T16:00:00Z,1,delta,delta_block_time,14462756,xmev-capture,14462757
,,2283,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T15:20:00Z,11997,delta,delta_block_time,14462569,xmev-capture,14462568
,,2284,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T12:00:00Z,8003,delta,delta_block_time,14461667,xmev-capture,14461666
,,2285,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T13:20:00Z,44024,delta,delta_block_time,14462033,xmev-capture,14462031
,,2286,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T11:10:00Z,5,delta,delta_block_time,14461458,xmev-capture,14461458
,,2287,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T11:00:00Z,3,delta,delta_block_time,14461435,xmev-capture,14461435
,,2288,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T11:30:00Z,20015,delta,delta_block_time,14461556,xmev-capture,14461555
,,2289,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T15:10:00Z,16001,delta,delta_block_time,14462539,xmev-capture,14462538
,,2290,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T10:40:00Z,16010,delta,delta_block_time,14461345,xmev-capture,14461344
,,2291,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T13:00:00Z,8,delta,delta_block_time,14461911,xmev-capture,14461911
,,2292,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T12:00:00Z,16029,delta,delta_block_time,14461653,xmev-capture,14461652
,,2293,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T12:40:00Z,3,delta,delta_block_time,14461870,xmev-capture,14461870
,,2294,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T15:30:00Z,15978,delta,delta_block_time,14462615,xmev-capture,14462614
,,2295,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T13:00:00Z,4,delta,delta_block_time,14461953,xmev-capture,14461953
,,2296,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T16:40:00Z,8003,delta,delta_block_time,14462920,xmev-capture,14462919
,,2297,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T14:10:00Z,4004,delta,delta_block_time,14462246,xmev-capture,14462245
,,2298,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T15:40:00Z,35,delta,delta_block_time,14462665,xmev-capture,14462665
,,2299,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T16:00:00Z,11928,delta,delta_block_time,14462773,xmev-capture,14462772
,,2300,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T12:50:00Z,6,delta,delta_block_time,14461906,xmev-capture,14461906
,,2301,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T12:20:00Z,3988,delta,delta_block_time,14461777,xmev-capture,14461775
,,2302,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T16:10:00Z,3984,delta,delta_block_time,14462807,xmev-capture,14462806
,,2303,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T10:30:00Z,3,delta,delta_block_time,14461276,xmev-capture,14461276
,,2304,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T08:40:00Z,3,delta,delta_block_time,14460797,xmev-capture,14460797
,,2305,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T13:20:00Z,35897,delta,delta_block_time,14462040,xmev-capture,14462038
,,2306,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T14:00:00Z,7,delta,delta_block_time,14462209,xmev-capture,14462209
,,2307,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T13:00:00Z,1,delta,delta_block_time,14461964,xmev-capture,14461964
,,2308,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T11:40:00Z,11998,delta,delta_block_time,14461569,xmev-capture,14461567
,,2309,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T16:30:00Z,4,delta,delta_block_time,14462916,xmev-capture,14462916
,,2310,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T10:20:00Z,8006,delta,delta_block_time,14461227,xmev-capture,14461226
,,2311,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T09:40:00Z,7,delta,delta_block_time,14461074,xmev-capture,14461074
,,2312,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T10:50:00Z,3,delta,delta_block_time,14461370,xmev-capture,14461370
,,2313,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T11:00:00Z,3971,delta,delta_block_time,14461428,xmev-capture,14461427
,,2314,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T16:10:00Z,3990,delta,delta_block_time,14462815,xmev-capture,14462814
,,2315,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T10:50:00Z,267,delta,delta_block_time,14461390,xmev-capture,14461390
,,2316,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T16:20:00Z,3,delta,delta_block_time,14462864,xmev-capture,14462864
,,2317,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T16:20:00Z,11,delta,delta_block_time,14462871,xmev-capture,14462871
,,2318,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T13:40:00Z,16011,delta,delta_block_time,14462113,xmev-capture,14462112
,,2319,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T16:30:00Z,7987,delta,delta_block_time,14462914,xmev-capture,14462913
,,2320,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T07:50:00Z,24008,delta,delta_block_time,14460592,xmev-capture,14460590
,,2321,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T10:00:00Z,3,delta,delta_block_time,14461159,xmev-capture,14461159
,,2322,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T11:20:00Z,3983,delta,delta_block_time,14461485,xmev-capture,14461484
,,2323,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T12:50:00Z,4,delta,delta_block_time,14461892,xmev-capture,14461892
,,2324,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T11:50:00Z,12034,delta,delta_block_time,14461616,xmev-capture,14461615
,,2325,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T11:20:00Z,3970,delta,delta_block_time,14461519,xmev-capture,14461518
,,2326,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T12:30:00Z,3990,delta,delta_block_time,14461801,xmev-capture,14461799
,,2327,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T07:50:00Z,20005,delta,delta_block_time,14460590,xmev-capture,14460589
,,2328,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T13:10:00Z,1,delta,delta_block_time,14461968,xmev-capture,14461968
,,2329,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T11:30:00Z,15992,delta,delta_block_time,14461563,xmev-capture,14461562
,,2330,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T16:10:00Z,0,delta,delta_block_time,14462791,xmev-capture,14462791
,,2331,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T16:40:00Z,3994,delta,delta_block_time,14462959,xmev-capture,14462957
,,2332,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T15:40:00Z,7972,delta,delta_block_time,14462663,xmev-capture,14462661
,,2333,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T13:00:00Z,20009,delta,delta_block_time,14461963,xmev-capture,14461962
,,2334,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T13:40:00Z,4009,delta,delta_block_time,14462102,xmev-capture,14462101
,,2335,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T14:00:00Z,3986,delta,delta_block_time,14462228,xmev-capture,14462226
,,2336,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T10:40:00Z,2,delta,delta_block_time,14461353,xmev-capture,14461353
,,2337,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T09:00:00Z,5,delta,delta_block_time,14460875,xmev-capture,14460875
,,2338,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T16:00:00Z,7990,delta,delta_block_time,14462776,xmev-capture,14462775
